timestep_2,carrier_1,parameter,value
h0822,electricity,dem,61.31443299
h0823,electricity,dem,68.93298969
h0824,electricity,dem,75.64123711
h0825,electricity,dem,77.44639175
h0826,electricity,dem,77.73505155
h0827,electricity,dem,78.48969072
h0828,electricity,dem,79.19587629
h0829,electricity,dem,78.32164948
h0830,electricity,dem,77.56804124
h0831,electricity,dem,76.53917526
h0832,electricity,dem,75.58247423
h0833,electricity,dem,74.64020619
h0834,electricity,dem,77.65463918
h0835,electricity,dem,79.74226804
h0836,electricity,dem,77.95773196
h0837,electricity,dem,73.61546392
h0838,electricity,dem,70.17010309
h0839,electricity,dem,67.64329897
h0840,electricity,dem,63.46701031
h0841,electricity,dem,60.17938144
h0842,electricity,dem,58.13814433
h0843,electricity,dem,57.05257732
h0844,electricity,dem,57.04329897
h0845,electricity,dem,57.94639175
h0846,electricity,dem,61.02989691
h0847,electricity,dem,68.61030928
h0848,electricity,dem,75.51030928
h0849,electricity,dem,77.57010309
h0850,electricity,dem,77.77113402
h0851,electricity,dem,78.15670103
h0852,electricity,dem,78.32268041
h0853,electricity,dem,77.69072165
h0854,electricity,dem,77.25463918
h0855,electricity,dem,76.11443299
h0856,electricity,dem,75.57010309
h0857,electricity,dem,74.69484536
h0858,electricity,dem,77.48247423
h0859,electricity,dem,79.45463918
h0860,electricity,dem,77.77938144
h0861,electricity,dem,73.53917526
h0862,electricity,dem,70.09381443
h0863,electricity,dem,67.53505155
h0864,electricity,dem,63.57113402
h0865,electricity,dem,60.3742268
h0866,electricity,dem,58.25876289
h0867,electricity,dem,57.22268041
h0868,electricity,dem,57.25051546
h0869,electricity,dem,58.17731959
h0870,electricity,dem,60.98350515
h0871,electricity,dem,68.44020619
h0872,electricity,dem,75.28865979
h0873,electricity,dem,77.42061856
h0874,electricity,dem,77.82268041
h0875,electricity,dem,78.10412371
h0876,electricity,dem,78.31546392
h0877,electricity,dem,76.97628866
h0878,electricity,dem,75.12061856
h0879,electricity,dem,73.57525773
h0880,electricity,dem,72.50927835
h0881,electricity,dem,71.91030928
h0882,electricity,dem,74.92061856
h0883,electricity,dem,77.32061856
h0884,electricity,dem,75.08865979
h0885,electricity,dem,70.95051546
h0886,electricity,dem,67.48041237
h0887,electricity,dem,65.73195876
h0888,electricity,dem,62.38762887
h0889,electricity,dem,59.36907216
h0890,electricity,dem,57.30824742
h0891,electricity,dem,55.76185567
h0892,electricity,dem,54.95876289
h0893,electricity,dem,54.64639175
h0894,electricity,dem,54.08659794
h0895,electricity,dem,54.31443299
h0896,electricity,dem,57.27938144
h0897,electricity,dem,60.90721649
h0898,electricity,dem,64.1556701
h0899,electricity,dem,65.82371134
h0900,electricity,dem,66.50927835
h0901,electricity,dem,65.66804124
h0902,electricity,dem,63.68762887
h0903,electricity,dem,62.12061856
h0904,electricity,dem,61.70618557
h0905,electricity,dem,61.92989691
h0906,electricity,dem,65.26907216
h0907,electricity,dem,68.41237113
h0908,electricity,dem,66.29793814
h0909,electricity,dem,62.46494845
h0910,electricity,dem,59.9
h0911,electricity,dem,59.33505155
h0912,electricity,dem,56.18762887
h0913,electricity,dem,53.38556701
h0914,electricity,dem,51.19896907
h0915,electricity,dem,49.91237113
h0916,electricity,dem,49.22680412
h0917,electricity,dem,48.87628866
h0918,electricity,dem,48.18556701
h0919,electricity,dem,47.19381443
h0920,electricity,dem,48.65051546
h0921,electricity,dem,52.16701031
h0922,electricity,dem,56.21237113
h0923,electricity,dem,58.68969072
h0924,electricity,dem,61.01752577
h0925,electricity,dem,60.39896907
h0926,electricity,dem,57.74742268
h0927,electricity,dem,56.07010309
h0928,electricity,dem,55.17525773
h0929,electricity,dem,55.53917526
h0930,electricity,dem,59.77010309
h0931,electricity,dem,64.91546392
h0932,electricity,dem,63.77113402
h0933,electricity,dem,61.15876289
h0934,electricity,dem,59.62061856
h0935,electricity,dem,59.98041237
h0936,electricity,dem,56.99484536
h0937,electricity,dem,54.49072165
h0938,electricity,dem,52.99381443
h0939,electricity,dem,52.22989691
h0940,electricity,dem,52.58041237
h0941,electricity,dem,53.89278351
h0942,electricity,dem,57.80824742
h0943,electricity,dem,66.67731959
h0944,electricity,dem,73.78041237
h0945,electricity,dem,76.35154639
h0946,electricity,dem,77.2742268
h0947,electricity,dem,78.27938144
h0948,electricity,dem,79.30824742
h0949,electricity,dem,78.81649485
h0950,electricity,dem,78.4742268
h0951,electricity,dem,77.35670103
h0952,electricity,dem,76.27319588
h0953,electricity,dem,75.19896907
h0954,electricity,dem,77.22474227
h0955,electricity,dem,79.03608247
h0956,electricity,dem,77.27319588
h0957,electricity,dem,72.75051546
h0958,electricity,dem,69.20824742
h0959,electricity,dem,66.31237113
h0960,electricity,dem,61.58041237
h0961,electricity,dem,57.98556701
h0962,electricity,dem,55.84226804
h0963,electricity,dem,54.75051546
h0964,electricity,dem,55.05154639
h0965,electricity,dem,56.40206186
h0966,electricity,dem,59.80824742
h0967,electricity,dem,68.22474227
h0968,electricity,dem,74.84020619
h0969,electricity,dem,76.80206186
h0970,electricity,dem,76.99793814
h0971,electricity,dem,78.0742268
h0972,electricity,dem,78.75773196
h0973,electricity,dem,78.26391753
h0974,electricity,dem,77.94536082
h0975,electricity,dem,76.88969072
h0976,electricity,dem,75.78762887
h0977,electricity,dem,74.6
h0978,electricity,dem,76.5
h0979,electricity,dem,78.69587629
h0980,electricity,dem,76.7257732
h0981,electricity,dem,72.45876289
h0982,electricity,dem,68.84226804
h0983,electricity,dem,65.99587629
h0984,electricity,dem,61.23092784
h0985,electricity,dem,57.69175258
h0986,electricity,dem,55.53505155
h0987,electricity,dem,54.66907216
h0988,electricity,dem,55.02989691
h0989,electricity,dem,56.26597938
h0990,electricity,dem,59.48556701
h0991,electricity,dem,67.62886598
h0992,electricity,dem,74.32371134
h0993,electricity,dem,76.63814433
h0994,electricity,dem,77.2443299
h0995,electricity,dem,78.2371134
h0996,electricity,dem,78.70824742
h0997,electricity,dem,77.84536082
h0998,electricity,dem,76.93402062
h0999,electricity,dem,75.64329897
h1000,electricity,dem,74.57835052
h1001,electricity,dem,73.41030928
h1002,electricity,dem,75.59278351
h1003,electricity,dem,78.88865979
h1004,electricity,dem,77.26391753
h1005,electricity,dem,72.70824742
h1006,electricity,dem,69.06494845
h1007,electricity,dem,66.56391753
h1008,electricity,dem,62.09072165
h1009,electricity,dem,58.93402062
h1010,electricity,dem,56.89896907
h1011,electricity,dem,55.97731959
h1012,electricity,dem,56.16907216
h1013,electricity,dem,57.21237113
h1014,electricity,dem,60.28969072
h1015,electricity,dem,67.89381443
h1016,electricity,dem,74.28762887
h1017,electricity,dem,76.49587629
h1018,electricity,dem,76.98247423
h1019,electricity,dem,77.65360825
h1020,electricity,dem,78.19587629
h1021,electricity,dem,77.25979381
h1022,electricity,dem,76.22061856
h1023,electricity,dem,75.08969072
h1024,electricity,dem,73.9556701
h1025,electricity,dem,72.65773196
h1026,electricity,dem,74.63298969
h1027,electricity,dem,77.7628866
h1028,electricity,dem,76.14639175
h1029,electricity,dem,72.00412371
h1030,electricity,dem,68.48041237
h1031,electricity,dem,66.10618557
h1032,electricity,dem,62.18556701
h1033,electricity,dem,58.92164948
h1034,electricity,dem,56.85670103
h1035,electricity,dem,55.86907216
h1036,electricity,dem,56.01752577
h1037,electricity,dem,57.21443299
h1038,electricity,dem,60.00103093
h1039,electricity,dem,66.89484536
h1040,electricity,dem,72.95154639
h1041,electricity,dem,75.25257732
h1042,electricity,dem,75.94639175
h1043,electricity,dem,76.54639175
h1044,electricity,dem,76.61237113
h1045,electricity,dem,75.35670103
h1046,electricity,dem,73.8814433
h1047,electricity,dem,71.85979381
h1048,electricity,dem,70.46597938
h1049,electricity,dem,69.72061856
h1050,electricity,dem,72.34845361
h1051,electricity,dem,76.02268041
h1052,electricity,dem,74.32268041
h1053,electricity,dem,69.74742268
h1054,electricity,dem,66.3185567
h1055,electricity,dem,64.23092784
h1056,electricity,dem,60.58453608
h1057,electricity,dem,57.11443299
h1058,electricity,dem,54.76082474
h1059,electricity,dem,53.25773196
h1060,electricity,dem,52.73092784
h1061,electricity,dem,52.72680412
h1062,electricity,dem,52.51340206
h1063,electricity,dem,52.88659794
h1064,electricity,dem,55.74123711
h1065,electricity,dem,59.35360825
h1066,electricity,dem,62.65360825
h1067,electricity,dem,64.20618557
h1068,electricity,dem,64.78453608
h1069,electricity,dem,63.34948454
h1070,electricity,dem,61.11030928
h1071,electricity,dem,59.20721649
h1072,electricity,dem,58.35979381
h1073,electricity,dem,58.3814433
h1074,electricity,dem,61.71649485
h1075,electricity,dem,66.12061856
h1076,electricity,dem,64.39587629
h1077,electricity,dem,60.72371134
h1078,electricity,dem,58.38556701
h1079,electricity,dem,57.69381443
h1080,electricity,dem,54.52164948
h1081,electricity,dem,51.58865979
h1082,electricity,dem,49.73402062
h1083,electricity,dem,48.83092784
h1084,electricity,dem,48.40618557
h1085,electricity,dem,48.27525773
h1086,electricity,dem,47.59484536
h1087,electricity,dem,46.83814433
h1088,electricity,dem,48.17731959
h1089,electricity,dem,51.71958763
h1090,electricity,dem,54.95051546
h1091,electricity,dem,57.3257732
h1092,electricity,dem,59.46185567
h1093,electricity,dem,58.31649485
h1094,electricity,dem,55.6628866
h1095,electricity,dem,53.83092784
h1096,electricity,dem,52.72783505
h1097,electricity,dem,53.16907216
h1098,electricity,dem,57.15154639
h1099,electricity,dem,62.3556701
h1100,electricity,dem,61.56494845
h1101,electricity,dem,59.18041237
h1102,electricity,dem,57.87319588
h1103,electricity,dem,58.31752577
h1104,electricity,dem,55.60618557
h1105,electricity,dem,53.10103093
h1106,electricity,dem,51.34020619
h1107,electricity,dem,50.72783505
h1108,electricity,dem,51.12886598
h1109,electricity,dem,52.29381443
h1110,electricity,dem,55.68659794
h1111,electricity,dem,62.55979381
h1112,electricity,dem,68.47628866
h1113,electricity,dem,71.75463918
h1114,electricity,dem,73.20721649
h1115,electricity,dem,74.39587629
h1116,electricity,dem,75.06804124
h1117,electricity,dem,74.14536082
h1118,electricity,dem,72.63917526
h1119,electricity,dem,71.01752577
h1120,electricity,dem,69.84845361
h1121,electricity,dem,68.8814433
h1122,electricity,dem,71.12474227
h1123,electricity,dem,75.30824742
h1124,electricity,dem,74.11649485
h1125,electricity,dem,69.94226804
h1126,electricity,dem,66.85876289
h1127,electricity,dem,64.88247423
h1128,electricity,dem,61.12371134
h1129,electricity,dem,57.7814433
h1130,electricity,dem,55.80927835
h1131,electricity,dem,54.80618557
h1132,electricity,dem,55.05051546
h1133,electricity,dem,56.09587629
h1134,electricity,dem,58.84948454
h1135,electricity,dem,65.76391753
h1136,electricity,dem,71.67113402
h1137,electricity,dem,74.46597938
h1138,electricity,dem,75.7371134
h1139,electricity,dem,76.98041237
h1140,electricity,dem,78.04742268
h1141,electricity,dem,77.34329897
h1142,electricity,dem,76.12164948
h1143,electricity,dem,74.70412371
h1144,electricity,dem,73.59690722
h1145,electricity,dem,72.76804124
h1146,electricity,dem,74.78453608
h1147,electricity,dem,77.31030928
h1148,electricity,dem,75.69484536
h1149,electricity,dem,71.39587629
h1150,electricity,dem,68.0628866
h1151,electricity,dem,65.50824742
h1152,electricity,dem,61.12061856
h1153,electricity,dem,57.81546392
h1154,electricity,dem,55.55670103
h1155,electricity,dem,54.45257732
h1156,electricity,dem,54.88762887
h1157,electricity,dem,56.20412371
h1158,electricity,dem,59.4443299
h1159,electricity,dem,66.97628866
h1160,electricity,dem,73.16804124
h1161,electricity,dem,75.89690722
h1162,electricity,dem,76.65670103
h1163,electricity,dem,77.38556701
h1164,electricity,dem,78.04742268
h1165,electricity,dem,77.17010309
h1166,electricity,dem,76.29278351
h1167,electricity,dem,75.01546392
h1168,electricity,dem,73.92268041
h1169,electricity,dem,72.63814433
h1170,electricity,dem,74.29896907
h1171,electricity,dem,77.99381443
h1172,electricity,dem,76.92474227
h1173,electricity,dem,72.60618557
h1174,electricity,dem,69.17731959
h1175,electricity,dem,66.24226804
h1176,electricity,dem,61.76804124
h1177,electricity,dem,58.48865979
h1178,electricity,dem,56.60412371
h1179,electricity,dem,55.85154639
h1180,electricity,dem,56.03298969
h1181,electricity,dem,57.20824742
h1182,electricity,dem,60.15154639
h1183,electricity,dem,67.28762887
h1184,electricity,dem,73.30721649
h1185,electricity,dem,75.55051546
h1186,electricity,dem,76.11752577
h1187,electricity,dem,76.57731959
h1188,electricity,dem,77.48659794
h1189,electricity,dem,76.18865979
h1190,electricity,dem,75.4742268
h1191,electricity,dem,74.2814433
h1192,electricity,dem,72.78969072
h1193,electricity,dem,71.30515464
h1194,electricity,dem,72.97319588
h1195,electricity,dem,77.60309278
h1196,electricity,dem,76.83092784
h1197,electricity,dem,72.1742268
h1198,electricity,dem,68.82474227
h1199,electricity,dem,66.16907216
h1200,electricity,dem,61.76907216
h1201,electricity,dem,58.90618557
h1202,electricity,dem,56.94536082
h1203,electricity,dem,55.80103093
h1204,electricity,dem,55.8628866
h1205,electricity,dem,56.96185567
h1206,electricity,dem,59.8443299
h1207,electricity,dem,66.7443299
h1208,electricity,dem,72.78453608
h1209,electricity,dem,74.7556701
h1210,electricity,dem,75.20824742
h1211,electricity,dem,75.95463918
h1212,electricity,dem,76.31340206
h1213,electricity,dem,75.47731959
h1214,electricity,dem,73.81752577
h1215,electricity,dem,71.68041237
h1216,electricity,dem,70.38659794
h1217,electricity,dem,69.8257732
h1218,electricity,dem,71.8742268
h1219,electricity,dem,75.35154639
h1220,electricity,dem,73.65051546
h1221,electricity,dem,68.91340206
h1222,electricity,dem,65.3628866
h1223,electricity,dem,63.04123711
h1224,electricity,dem,58.65257732
h1225,electricity,dem,54.39484536
h1226,electricity,dem,52.19381443
h1227,electricity,dem,50.68453608
h1228,electricity,dem,50.38762887
h1229,electricity,dem,50.55876289
h1230,electricity,dem,50.88762887
h1231,electricity,dem,51.87113402
h1232,electricity,dem,55.0443299
h1233,electricity,dem,58.95257732
h1234,electricity,dem,62.32886598
h1235,electricity,dem,64.56082474
h1236,electricity,dem,65.83814433
h1237,electricity,dem,64.79381443
h1238,electricity,dem,62.3371134
h1239,electricity,dem,60.36907216
h1240,electricity,dem,59.31030928
h1241,electricity,dem,58.87525773
h1242,electricity,dem,60.8742268
h1243,electricity,dem,64.86391753
h1244,electricity,dem,63.56597938
h1245,electricity,dem,59.77628866
h1246,electricity,dem,57.47938144
h1247,electricity,dem,57.11340206
h1248,electricity,dem,54.17938144
h1249,electricity,dem,50.69278351
h1250,electricity,dem,48.45876289
h1251,electricity,dem,47.42783505
h1252,electricity,dem,47.0185567
h1253,electricity,dem,47.04948454
h1254,electricity,dem,46.48659794
h1255,electricity,dem,45.73298969
h1256,electricity,dem,47.21443299
h1257,electricity,dem,50.41030928
h1258,electricity,dem,54.12783505
h1259,electricity,dem,56.79278351
h1260,electricity,dem,59.16907216
h1261,electricity,dem,58.45670103
h1262,electricity,dem,56.28350515
h1263,electricity,dem,54.68041237
h1264,electricity,dem,53.58969072
h1265,electricity,dem,53.64329897
h1266,electricity,dem,56.85257732
h1267,electricity,dem,62.82783505
h1268,electricity,dem,62.74226804
h1269,electricity,dem,60.15876289
h1270,electricity,dem,58.7443299
h1271,electricity,dem,58.89278351
h1272,electricity,dem,55.91546392
h1273,electricity,dem,53.13608247
h1274,electricity,dem,51.64123711
h1275,electricity,dem,51.15463918
h1276,electricity,dem,51.63092784
h1277,electricity,dem,53.39381443
h1278,electricity,dem,57.29484536
h1279,electricity,dem,66.30309278
h1280,electricity,dem,72.47938144
h1281,electricity,dem,75.32680412
h1282,electricity,dem,76.41649485
h1283,electricity,dem,77.36804124
h1284,electricity,dem,78.53402062
h1285,electricity,dem,77.75257732
h1286,electricity,dem,77.0371134
h1287,electricity,dem,75.76804124
h1288,electricity,dem,74.39690722
h1289,electricity,dem,73.23917526
h1290,electricity,dem,74.21958763
h1291,electricity,dem,77.46597938
h1292,electricity,dem,76.2628866
h1293,electricity,dem,72.06597938
h1294,electricity,dem,68.29175258
h1295,electricity,dem,65.36701031
h1296,electricity,dem,60.78556701
h1297,electricity,dem,57.71752577
h1298,electricity,dem,55.59896907
h1299,electricity,dem,54.82061856
h1300,electricity,dem,55.21340206
h1301,electricity,dem,56.72783505
h1302,electricity,dem,59.80721649
h1303,electricity,dem,67.74845361
h1304,electricity,dem,73.24226804
h1305,electricity,dem,75.33505155
h1306,electricity,dem,75.61649485
h1307,electricity,dem,76.46804124
h1308,electricity,dem,77.46701031
h1309,electricity,dem,76.70618557
h1310,electricity,dem,76.11649485
h1311,electricity,dem,74.89587629
h1312,electricity,dem,73.69381443
h1313,electricity,dem,72.48453608
h1314,electricity,dem,73.54948454
h1315,electricity,dem,77.46082474
h1316,electricity,dem,76.55154639
h1317,electricity,dem,72.26597938
h1318,electricity,dem,68.69896907
h1319,electricity,dem,65.63505155
h1320,electricity,dem,60.92886598
h1321,electricity,dem,57.59690722
h1322,electricity,dem,55.46185567
h1323,electricity,dem,54.35360825
h1324,electricity,dem,54.81340206
h1325,electricity,dem,56.09587629
h1326,electricity,dem,59.43092784
h1327,electricity,dem,67.36185567
h1328,electricity,dem,72.87525773
